generation,population_size,total_concepts,mutation_rate,natural_mutations,safe_triggers,avg_attributes,unique_attributes,inheritance_rate,concept_diversity,timestamp
270,100,5167,0.10334555280289781,13,0,56.98,120,0.97,4.167535863723642,1741002535.7042568
271,100,5171,0.10282882503888331,11,0,57.08,120,0.97,4.167570149716991,1741002537.255622
272,100,5175,0.1023146809136889,10,0,57.32,119,0.97,4.161295928369706,1741002537.3049338
273,100,5174,0.10180310750912046,16,0,57.66,122,0.97,4.1457797047014004,1741002537.3534799
274,100,5186,0.10129409197157486,8,0,57.67,119,0.97,4.1544793688936315,1741002537.4032962
275,100,5197,0.100787621511717,13,0,57.65,122,0.97,4.150298924841552,1741002537.449415
276,100,5213,0.10028368340415839,12,0,57.64,123,0.97,4.151319492169261,1741002537.5350447
277,100,5229,0.0997822649871376,18,0,57.59,126,0.97,4.165972348604581,1741002537.5865312
278,100,5235,0.09928335366220192,15,0,57.71,121,0.97,4.153696362193716,1741002537.6372027
279,100,5242,0.0987869368938909,5,0,57.91,117,0.97,4.1754423328465515,1741002537.6836631
280,100,5248,0.09829300220942144,12,0,58.06,117,0.97,4.183793600134649,1741002537.7303252
281,100,5265,0.09780153719837435,11,0,58.16,117,0.97,4.207327423306284,1741002539.2627935
282,100,5277,0.09731252951238248,14,0,58.4,121,0.97,4.219923622230477,1741002539.3139467
283,100,5289,0.09682596686482056,7,0,58.55,123,0.97,4.206161144899696,1741002539.360814
284,100,5296,0.09634183703049645,11,0,58.71,123,0.97,4.210054560023471,1741002539.4078493
285,100,5303,0.09586012784534398,12,0,58.95,124,0.97,4.227648969055085,1741002539.4550524
286,100,5334,0.09538082720611725,9,0,58.94,121,0.97,4.250838830757275,1741002539.5374503
287,100,5348,0.09490392307008666,10,0,59.13,123,0.97,4.261306411468063,1741002539.5861716
