generation,population_size,total_concepts,mutation_rate,natural_mutations,safe_triggers,avg_attributes,unique_attributes,inheritance_rate,concept_diversity,timestamp
22,100,706,0.5926175999999997,56,0,10.54,152,0.99,3.8973977298508196,1741001743.2817817
23,100,751,0.5926175999999997,63,0,10.81,149,0.99,3.793724626949053,1741001743.2919517
24,100,790,0.5926175999999997,60,0,10.99,145,0.99,3.6927993361147533,1741001743.3026037
25,100,836,0.5926175999999997,67,0,11.24,148,0.99,3.694262947894905,1741001743.3133454
26,100,879,0.5926175999999997,65,0,11.39,161,0.99,3.804412046241116,1741001743.3242414
27,100,910,0.5926175999999997,57,0,11.94,155,0.99,3.8002377539270142,1741001743.335789
28,100,963,0.5926175999999997,62,0,12.16,149,0.99,3.74915985878228,1741001743.3472993
29,100,977,0.5926175999999997,56,0,12.82,155,0.99,3.7618957589807835,1741001743.3590708
30,100,1004,0.5926175999999997,59,0,13.24,152,0.99,3.801651000611275,1741001743.371385
31,100,1070,0.5926175999999997,53,0,13.51,165,0.99,3.8318510213353285,1741001743.3838155
32,100,1101,0.5926175999999997,56,0,13.96,177,0.99,3.91223532715932,1741001743.3964908
33,100,1127,0.5926175999999997,59,0,14.35,172,0.99,3.920511713068243,1741001743.4098878
34,100,1158,0.5926175999999997,52,0,14.67,181,0.99,3.8841478905829523,1741001743.4230351
35,100,1206,0.5926175999999997,58,0,15.07,177,0.99,3.873056830034497,1741001743.4369364
36,100,1248,0.5926175999999997,66,0,15.57,195,0.99,3.9775061700616865,1741001743.4507985
37,100,1277,0.5926175999999997,58,0,16.31,197,0.99,4.008322823977032,1741001743.4655037
38,100,1318,0.5926175999999997,61,0,16.67,201,0.99,4.046726453457045,1741001743.4799652
39,100,1346,0.5926175999999997,61,0,17.16,205,0.99,4.114311112333546,1741001743.4952185
40,100,1396,0.8592955199999996,63,0,17.56,207,0.99,4.122155016997306,1741001743.510325
41,100,1442,1.2459785039999995,79,0,18.1,210,0.99,4.046406177084375,1741001743.526386
42,100,1465,1.8066688307999992,95,0,18.59,229,0.99,4.031154375825781,1741001743.5422435
43,100,1490,2.6196698046599987,95,0,19.28,227,0.99,3.9295759216862067,1741001743.5590072
44,100,1519,3.7985212167569977,95,0,19.68,231,0.99,3.9790973420831794,1741001743.5755196
45,100,1559,5.507855764297647,95,0,20.19,234,0.99,4.014787684919717,1741001743.6117344
46,100,1596,7.986390858231587,95,0,20.9,247,0.99,3.960386412131928,1741001743.6290934
47,100,1684,11.580266744435802,95,0,20.8,256,0.99,4.2749228671972315,1741001743.647091
48,100,1723,11.580266744435802,95,0,21.37,244,0.99,4.138359097514205,1741001743.6655076
49,100,1784,11.580266744435802,95,0,21.64,245,0.99,4.07331061469594,1741001743.6838005
50,100,1821,11.580266744435802,95,0,22.42,220,0.99,3.912259145012099,1741001743.7029543
51,100,1871,11.580266744435802,95,0,22.73,225,0.99,4.103240655023164,1741001743.7225084
52,100,1915,11.580266744435802,95,0,23.02,233,0.99,4.153903070207801,1741001743.741725
53,100,1964,11.580266744435802,95,0,23.56,250,0.99,4.089089377246084,1741001743.7619774
54,100,2000,11.580266744435802,95,0,24.42,268,0.99,4.075350937220841,1741001743.7830567
55,95,1971,11.580266744435802,90,0,25.0,257,0.9894736842105263,4.14620345703453,1741001743.8040934
56,95,2028,11.580266744435802,90,0,25.389473684210525,257,0.9894736842105263,4.2347044871201875,1741001743.826306
57,95,2082,11.580266744435802,90,0,25.88421052631579,262,0.9894736842105263,4.236693020230163,1741001743.8489058
58,95,2116,11.580266744435802,90,0,26.242105263157896,239,0.9894736842105263,4.238501062542669,1741001743.8717535
59,95,2208,11.580266744435802,91,0,26.71578947368421,226,0.9894736842105263,4.250931441940539,1741001743.8948426
